Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier,Fishing,FishingOnly,RequiredRod
Mt. Silver 1F,Poliwag,60,1,1,1,47,50,King's Rock,0,Common,1,0,Old Rod
Mt. Silver 1F,Poliwhirl,61,1,1,1,47,50,,0,Common,1,0,Old Rod
Mt. Silver 1F,Quagsire,195,1,1,1,47,50,,0,Common,1,0,Old Rod
Mt. Silver 1F,Wooper,194,1,1,1,47,50,,0,Common,1,0,Old Rod
Mt. Silver Exterior,Golduck,55,1,1,1,32,40,Damp Rock,0,Common,1,0,Old Rod
Mt. Silver Exterior,Magikarp,129,1,1,1,32,40,,0,Common,1,0,Old Rod
Mt. Silver Exterior,Poliwhirl,61,1,1,1,32,40,,0,Common,1,0,Old Rod
Mt. Silver Exterior,Psyduck,54,1,1,1,32,40,,0,Common,1,0,Old Rod
Mt. Silver Exterior,Surskit,283,1,1,1,32,40,,0,Common,1,0,Old Rod
Murky Town,Azumarill,184,1,1,1,25,30,,0,Uncommon,0,0,
Murky Town,Azurill,298,1,1,1,25,30,,0,Rare,0,0,
Murky Town,Chinchou,170,1,1,1,25,30,Apicot Berry,0,Common,0,0,
Murky Town,Gyarados,130,1,1,1,25,30,,0,Common,0,0,
Murky Town,Lanturn,171,1,1,1,25,30,Apicot Berry,0,Common,0,0,
Murky Town,Magikarp,129,1,1,1,25,30,,0,Common,0,0,
Murky Town,Marill,183,1,1,1,25,30,,0,Uncommon,0,0,
Murky Town,Spheal,363,1,1,1,25,30,,0,Uncommon,0,0,
Murky Town,Vivillon,666,1,1,1,25,30,Silver Powder,0,Uncommon,0,0,
Nap Cave,Poliwag,60,1,1,1,45,50,King's Rock,0,Common,0,0,
Nap Cave,Poliwhirl,61,1,1,1,45,50,King's Rock,0,Common,0,0,
Nap Cave,Psyduck,54,1,1,1,45,50,,0,Common,0,0,
Nap Cave,Wooper,194,1,1,1,45,50,,0,Common,0,0,
Nap Cave B1F,Golduck,55,1,1,1,45,50,,0,Common,0,0,
Nap Cave B1F,Poliwag,60,1,1,1,45,50,King's Rock,0,Common,0,0,
Nap Cave B1F,Poliwhirl,61,1,1,1,45,50,King's Rock,0,Common,0,0,
Nap Cave B1F,Quagsire,195,1,1,1,45,50,,0,Common,0,0,
Nap Forest,Barboach,339,1,1,1,42,45,,0,Uncommon,0,0,
Nap Forest,Lotad,270,1,1,1,42,45,Mental Herb,0,Common,0,0,
Nap Forest,Marill,183,1,1,1,36,36,,0,Uncommon,0,0,
Nap Forest,Slowpoke,79,1,1,1,42,45,Lagging Tail,0,Common,0,0,
Nap Forest,Tympole,535,1,1,1,46,50,,1,Rare,0,0,
Nap Forest,Wingull,278,1,1,1,42,45,,0,Common,0,0,
Nap Shore,Barboach,339,1,1,1,42,45,Deep Sea Scale,0,Uncommon,1,0,Good Rod
Nap Shore,Buizel,418,1,1,1,42,45,Wacan Berry,0,Uncommon,1,0,Good Rod
Nap Shore,Clauncher,692,1,1,1,42,45,,0,Rare,1,0,Super Rod
Nap Shore,Corsola,222,1,1,1,42,45,Hard Stone,0,Uncommon,1,0,Old Rod
Nap Shore,Feebas,349,1,1,1,42,45,Prism Scale,0,Rare,1,0,Super Rod
Nap Shore,Magikarp,129,1,1,1,42,45,,0,Common,1,0,Old Rod
Nap Shore,Slowpoke,79,1,1,1,42,45,Lagging Tail,0,Common,1,0,Old Rod
Nap Shore,Surskit,283,1,1,1,42,45,Silver Powder,0,Common,1,0,Old Rod
Nap Town,Barboach,339,1,1,1,42,45,,0,Uncommon,0,0,
Nap Town,Corphish,341,1,1,1,42,45,Mystic Water,1,Rare,0,0,
Nap Town,Magikarp,129,1,1,1,42,45,,0,Common,0,0,
Nap Town,Shellder,90,1,1,1,42,45,Shell Bell,0,Rare,0,0,
Nap Town,Staryu,120,1,1,1,42,45,Water Stone,0,Rare,0,0,
Nap Town,Tentacool,72,1,1,1,42,45,Poison Barb,0,Common,0,0,
Nap Town,Wingull,278,1,1,1,42,45,,0,Common,0,0,
Necropolis,Froakie,3105,1,1,1,24,30,,0,Rare,0,0,
Necropolis,Lanturn,171,1,1,1,24,30,Apicot Berry,0,Common,0,0,
Necropolis,Marill,183,1,1,1,24,30,,0,Uncommon,0,0,
Necropolis,Piplup,393,1,1,1,24,30,,0,Rare,0,0,
Necropolis,Spheal,363,1,1,1,24,30,,0,Uncommon,0,0,
Necropolis,Tentacool,72,1,1,1,24,30,Poison Barb,0,Common,0,0,
Necropolis,Tentacruel,73,1,1,1,24,30,Poison Barb,0,Common,0,0,
Necropolis,Vivillon,666,1,1,1,24,30,Silver Powder,0,Uncommon,0,0,
Nido Isle,Bibarel,400,1,1,1,24,28,,0,Common,1,0,Old Rod
Nido Isle,Buizel,418,1,1,1,24,28,Wacan Berry,0,Uncommon,1,0,Good Rod
Nido Isle,Corsola,222,1,1,1,24,28,Hard Stone,0,Uncommon,1,0,Good Rod
Nido Isle,Dratini,147,1,1,1,24,28,Dragon Scale,0,Rare,1,0,Super Rod
Nido Isle,Magikarp,129,1,1,1,24,28,,0,Common,1,0,Old Rod
Nido Isle,Mudkip,258,1,1,1,19,23,,0,Rare,1,0,Super Rod
Nido Isle,Remoraid,223,1,1,1,24,28,Starf Berry,0,Uncommon,1,0,Good Rod
Nido Isle,Seel,86,1,1,1,24,28,Aspear Berry,0,Common,1,0,Old Rod
Olivine City,Alomomola,594,1,1,1,23,25,,1,Rare,1,0,Super Rod
Olivine City,Chinchou,170,1,1,1,23,25,Apicot Berry,0,Common,1,0,Old Rod
Olivine City,Corsola,222,1,1,1,23,25,Hard Stone,0,Uncommon,1,0,Good Rod
Olivine City,Krabby,98,1,1,1,23,25,,0,Common,1,0,Old Rod
Olivine City,Magikarp,129,1,1,1,23,25,,0,Common,1,0,Old Rod
Olivine City,Shellder,90,1,1,1,23,25,,0,Uncommon,1,0,Good Rod
Olivine City,Staryu,120,1,1,1,23,25,Water Stone,0,Rare,1,0,Super Rod
Olivine City,Tentacool,72,1,1,1,23,25,Poison Barb,0,Common,1,0,Old Rod
Olivine City,Tentacruel,73,1,1,1,23,25,Poison Barb,0,Common,1,0,Old Rod
One Island,Goldeen,118,1,1,1,34,38,,0,Common,1,1,Good Rod
One Island,Gyarados,130,1,1,1,34,38,,0,Uncommon,1,1,Super Rod
One Island,Horsea,116,1,1,1,34,38,Dragon Scale,0,Common,1,1,Good Rod
One Island,Kingler,99,1,1,1,34,38,,0,Common,1,1,Super Rod
One Island,Krabby,98,1,1,1,34,38,,0,Common,1,1,Old Rod
One Island,Magikarp,129,0,0,1,34,38,,0,Common,1,1,Old Rod
One Island,Psyduck,54,1,1,1,34,38,,0,Common,1,0,Good Rod
One Island,Seadra,117,1,1,1,34,38,,0,Uncommon,1,1,Super Rod
One Island,Shellder,90,0,1,0,34,38,,0,Uncommon,1,1,Super Rod
One Island,Slowpoke,79,1,0,0,25,29,,0,Common,1,1,Super Rod
One Island,Staryu,120,0,0,1,34,38,,0,Uncommon,1,1,Super Rod
One Island,Tentacool,72,1,1,1,15,19,,0,Common,0,0,
One Island,Tentacruel,73,0,1,0,34,38,,0,Uncommon,0,0,
One Island,Wailmer,320,0,1,0,34,38,,0,Uncommon,1,1,Super Rod
Oreburgh Gate B1F,Barboach,339,1,1,1,20,30,,0,Uncommon,1,0,Good Rod
Oreburgh Gate B1F,Golbat,42,1,1,1,20,30,,0,Common,0,0,
Oreburgh Gate B1F,Golduck,55,1,1,1,20,30,,0,Common,1,0,Old Rod
Oreburgh Gate B1F,Gyarados,130,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Oreburgh Gate B1F,Magikarp,129,1,1,1,20,30,,0,Common,1,0,Old Rod
Oreburgh Gate B1F,Psyduck,54,1,1,1,20,30,,0,Common,1,0,Old Rod
Oreburgh Gate B1F,Whiscash,340,1,1,1,20,30,,0,Rare,1,0,Super Rod
Oreburgh Gate B1F,Zubat,41,1,1,1,20,30,,0,Common,0,0,
Outcast Island,Gyarados,130,1,1,1,15,35,,0,Uncommon,1,1,Super Rod
Outcast Island,Horsea,116,1,1,1,5,25,Dragon Scale,0,Common,1,1,Good Rod
Outcast Island,Kingler,99,1,1,1,5,25,,0,Common,1,1,Super Rod
Outcast Island,Krabby,98,1,1,1,5,25,,0,Common,1,1,Old Rod
Outcast Island,Magikarp,129,1,1,1,5,25,,0,Common,1,1,Old Rod
Outcast Island,Psyduck,54,1,1,1,5,25,,0,Common,1,1,Good Rod
Outcast Island,Qwilfish,211,1,1,1,15,35,,0,Uncommon,1,1,Super Rod
Outcast Island,Remoraid,223,1,1,1,15,35,,0,Uncommon,1,1,Super Rod
Outcast Island,Seadra,117,1,1,1,5,25,,0,Uncommon,1,1,Super Rod
Outcast Island,Slowpoke,79,1,1,1,5,25,,0,Common,1,1,Super Rod
Outcast Island,Tentacool,72,1,1,1,5,40,,0,Common,1,0,Old Rod
Outcast Island,Tentacruel,73,1,1,1,35,40,,0,Common,1,0,Super Rod
Pacifidlog Town,Corsola,222,1,1,1,30,36,,0,Uncommon,0,0,
Pacifidlog Town,Horsea,116,1,1,1,30,36,Dragon Scale,0,Common,1,0,Super Rod
Pacifidlog Town,Krabby,98,1,1,1,30,34,,0,Common,1,0,Old Rod
Pacifidlog Town,Magikarp,129,1,1,1,22,35,,0,Common,1,1,Old Rod
Pacifidlog Town,Pelipper,279,1,1,1,32,34,,0,Uncommon,0,0,
Pacifidlog Town,Sharpedo,319,1,1,1,32,35,,0,Rare,1,1,Super Rod
Pacifidlog Town,Tentacool,72,1,1,1,24,38,,0,Common,1,0,Old Rod
Pacifidlog Town,Wailmer,320,1,1,1,5,35,,0,Uncommon,1,1,Super Rod
Pacifidlog Town,Wingull,278,1,1,1,30,36,,0,Uncommon,0,0,
Pal Park,Barboach,339,1,1,1,20,25,,0,Uncommon,0,0,
Pal Park,Buizel,418,1,1,1,20,25,,0,Uncommon,0,0,
Pal Park,Golduck,55,1,1,1,20,25,,0,Common,0,0,
Pal Park,Magikarp,129,1,1,1,20,25,,0,Common,0,0,
Pal Park,Psyduck,54,1,1,1,20,25,,0,Common,0,0,
Pal Park,Spheal,363,1,1,1,20,25,,0,Uncommon,0,0,
Pal Park,Tympole,535,1,1,1,20,25,,0,Rare,0,0,
Pal Park,Wingull,278,1,1,1,20,25,,0,Common,0,0,
Pallet Town,Goldeen,118,1,1,1,36,40,,0,Common,1,0,Old Rod
Pallet Town,Horsea,116,1,1,1,36,40,Dragon Scale,0,Common,1,0,Old Rod
Pallet Town,Lapras,131,1,1,1,36,40,,0,Rare,1,0,Super Rod
Pallet Town,Magikarp,129,1,1,1,36,40,,0,Common,1,0,Old Rod
Pallet Town,Seaking,119,1,1,1,36,40,,0,Common,1,0,Old Rod
Pallet Town,Staryu,120,1,1,1,36,40,,0,Rare,1,0,Super Rod
Pallet Town,Tentacool,72,1,1,1,36,40,,0,Common,1,0,Old Rod
Petalburg City,Azumarill,184,1,1,1,15,25,,0,Uncommon,0,0,
Petalburg City,Corphish,341,1,1,1,25,25,,1,Rare,1,1,Super Rod
Petalburg City,Goldeen,118,1,1,1,5,7,,0,Common,1,1,Old Rod
Petalburg City,Krabby,98,1,1,1,15,25,,0,Common,1,0,Old Rod
Petalburg City,Magikarp,129,1,1,1,5,7,,0,Common,1,1,Old Rod
Petalburg City,Marill,183,1,1,1,15,25,,0,Uncommon,0,0,
Petalburg City,Masquerain,284,1,1,1,15,25,,0,Uncommon,0,0,
Petalburg City,Surskit,283,1,1,1,15,25,,0,Uncommon,0,0,
Pinkan Island Cliff,Barboach,339,1,1,1,40,45,,0,Uncommon,0,0,
Pinkan Island Cliff,Krabby,98,1,1,1,40,45,,0,Common,0,0,
Pinkan Island Cliff,Lapras,131,1,1,1,24,26,,0,Rare,0,0,
Pinkan Island Cliff,Marill,183,1,1,1,34,36,,0,Uncommon,0,0,
Pinkan Island Cliff,Poliwag,60,1,1,1,40,45,,0,Common,0,0,
Pinkan Island Cliff,Shellder,90,1,1,1,40,45,Shell Bell,0,Uncommon,0,0,
Pinkan Island Cliff,Staryu,120,1,1,1,40,45,Water Stone,0,Rare,0,0,
Pinkan Island Cliff,Wingull,278,1,1,1,40,45,,0,Common,0,0,
Pinkan Island Meadow,Barboach,339,1,1,1,40,45,,0,Uncommon,0,0,
Pinkan Island Meadow,Finneon,456,1,1,1,40,45,Rindo Berry,0,Uncommon,0,0,
Pinkan Island Meadow,Lumineon,457,1,1,1,40,45,Rindo Berry,0,Uncommon,0,0,
Pinkan Island Meadow,Magikarp,129,1,1,1,40,45,,0,Common,0,0,
Pinkan Island Meadow,Oshawott,501,1,1,1,40,45,,0,Rare,0,0,
Pinkan Island Meadow,Psyduck,54,1,1,1,40,45,,0,Common,0,0,
Pinkan Island Meadow,Seel,86,1,1,1,34,36,Aspear Berry,0,Common,0,0,
Pinkan Island Meadow,Totodile,158,1,1,1,38,40,,0,Rare,0,0,
Pitch Black Cave,Magikarp,129,1,1,1,30,32,,0,Common,0,0,
Pitch Black Cave,Zubat,41,1,1,1,30,32,,0,Common,0,0,
Ravaged Path,Barboach,339,1,1,1,20,30,,0,Uncommon,1,0,Good Rod
Ravaged Path,Golduck,55,1,1,1,20,30,,0,Common,1,0,Old Rod
Ravaged Path,Gyarados,130,1,1,1,30,30,,0,Common,1,0,Old Rod
Ravaged Path,Magikarp,129,1,1,1,20,30,,0,Common,1,0,Old Rod
Ravaged Path,Psyduck,54,1,1,1,20,30,,0,Common,1,0,Old Rod
Ravaged Path,Zubat,41,1,1,1,20,30,,0,Common,1,0,Old Rod
Resort Area,Magikarp,129,1,1,1,31,70,,0,Common,1,1,Good Rod
Resort Area,Magikarp,129,1,1,1,71,100,,0,Common,1,1,Super Rod
Resort Area,Magikarp,129,1,1,1,1,30,,0,Common,1,1,Old Rod
Resort Gorgeous,Gyarados,130,1,1,1,15,25,,0,Uncommon,1,0,Super Rod
Resort Gorgeous,Hoppip,187,1,1,0,5,25,,0,Common,1,0,Good Rod
Resort Gorgeous,Horsea,116,1,1,1,5,25,Dragon Scale,0,Common,1,0,Good Rod
Resort Gorgeous,Krabby,98,1,1,1,5,25,,0,Common,1,0,Old Rod
Resort Gorgeous,Magikarp,129,1,1,1,5,25,,0,Common,1,1,Old Rod
Resort Gorgeous,Remoraid,223,1,0,0,5,25,,0,Uncommon,1,1,Super Rod
Resort Gorgeous,Seadra,117,1,1,1,15,25,,0,Uncommon,1,0,Super Rod
Resort Gorgeous,Slowpoke,79,1,1,1,5,25,,0,Common,1,0,Old Rod
Resort Gorgeous,Staryu,120,1,0,1,5,25,Stardust,0,Uncommon,1,1,Super Rod
Road Of Night,Gastly,92,1,1,1,15,19,,0,Common,0,0,
Road Of Night,Haunter,93,1,1,1,15,19,Spell Tag,0,Common,0,0,
Road Of Night,Marill,183,1,1,1,25,30,,0,Uncommon,0,0,
Road Of Night,Oshawott,501,1,1,1,15,19,,0,Rare,0,0,
Road Of Night,Piplup,393,1,1,1,15,19,,0,Rare,0,0,
Road Of Night,Slowking,199,1,1,1,25,30,King's Rock,0,Uncommon,0,0,
Road Of Night,Tentacool,72,1,1,1,25,30,Poison Barb,0,Common,0,0,
Road Of Night,Vivillon,666,1,1,1,25,30,Silver Powder,0,Uncommon,0,0,
Route 10,Buizel,418,1,1,1,22,25,Wacan Berry,1,Uncommon,1,0,Old Rod
Route 10,Goldeen,118,1,1,0,22,25,,0,Common,1,0,Old Rod
Route 10,Magikarp,129,1,1,1,22,25,,0,Common,1,0,Old Rod
Route 10,Poliwag,60,1,1,1,22,25,,0,Common,1,0,Good Rod
Route 10,Poliwhirl,61,0,0,1,22,25,,0,Common,1,0,Old Rod
Route 10,Psyduck,54,0,0,1,22,25,,0,Common,1,0,Old Rod
Route 10,Seaking,119,1,1,0,22,25,,0,Common,1,0,Old Rod
Route 10,Slowpoke,79,1,1,1,22,25,,0,Common,1,0,Old Rod
Route 102,Corphish,341,1,1,1,2,4,,1,Rare,1,1,Super Rod
Route 102,Goldeen,118,1,1,1,2,4,,0,Common,1,0,Old Rod
Route 102,Magikarp,129,1,1,1,2,4,,0,Common,1,1,Old Rod
Route 102,Marill,183,1,1,1,2,4,,0,Uncommon,0,0,
Route 102,Surskit,283,1,1,1,2,4,,0,Uncommon,0,0,
Route 103,Carvanha,318,0,0,1,2,4,,0,Uncommon,0,0,
Route 103,Magikarp,129,1,1,1,2,4,,0,Common,1,1,Old Rod
Route 103,Pelipper,279,1,1,1,2,4,,0,Rare,0,0,
Route 103,Shellos,422,1,1,1,5,7,,1,Rare,0,0,
Route 103,Tentacool,72,1,1,1,2,4,,0,Common,1,0,Old Rod
Route 103,Wailmer,320,0,1,0,2,4,,0,Uncommon,1,1,Good Rod
Route 103,Wingull,278,1,1,1,2,4,,0,Common,0,0,
Route 104,Magikarp,129,1,1,1,4,6,,0,Common,1,1,Old Rod
Route 104,Pelipper,279,1,1,1,4,6,,0,Uncommon,0,0,
Route 104,Wingull,278,1,1,1,4,6,,0,Common,0,0,
Route 105,Frillish,592,1,1,1,20,20,TM14 - Blizzard,1,Rare,1,1,Super Rod
Route 105,Krabby,98,1,1,1,20,25,,0,Common,1,1,Old Rod
Route 105,Magikarp,129,1,1,1,20,25,,0,Common,1,1,Old Rod
Route 105,Pelipper,279,1,1,1,20,25,Ice Heal,0,Uncommon,1,1,Old Rod
Route 105,Spheal,363,1,1,1,20,25,TM13 - Ice Beam,0,Uncommon,1,1,Super Rod
Route 105,Tentacool,72,1,1,1,20,25,,0,Common,1,1,Old Rod
Route 105,Tentacool,72,1,1,1,20,25,,0,Common,1,1,Old Rod
Route 105,Wailmer,320,1,1,1,20,25,TM57 - Hail,0,Uncommon,1,1,Good Rod
Route 106,Clauncher,692,1,1,1,25,31,TM12 - Water Gun,1,Rare,1,1,Good Rod
Route 106,Krabby,98,1,1,1,25,31,,0,Common,1,1,Old Rod
Route 106,Magikarp,129,1,1,1,25,31,,0,Common,1,1,Old Rod
Route 106,Spheal,363,1,1,1,25,31,,0,Uncommon,1,1,Good Rod
Route 106,Tentacool,72,1,1,1,25,31,,0,Common,1,1,Old Rod
Route 106,Tentacruel,73,1,1,1,25,31,,0,Uncommon,1,1,Old Rod
Route 106,Wailmer,320,1,1,1,25,31,,0,Uncommon,1,1,Super Rod
Route 107,Chinchou,170,1,1,1,20,35,Deep Sea Scale,0,Common,1,1,Old Rod
Route 107,Lanturn,171,1,1,1,20,35,,0,Uncommon,1,1,Super Rod
Route 107,Magikarp,129,1,1,1,20,35,,0,Common,1,1,Old Rod
Route 107,Skrelp,690,1,1,1,20,35,TM68 - Rain Dance,1,Rare,1,1,Super Rod
Route 107,Spheal,363,1,1,1,20,35,,0,Uncommon,1,1,Good Rod
Route 107,Tentacool,72,1,1,1,20,35,,0,Common,1,1,Old Rod
Route 107,Tentacruel,73,1,1,1,20,35,,0,Common,1,1,Old Rod
Route 107,Wailmer,320,1,1,1,20,35,,0,Uncommon,1,1,Good Rod
Route 108,Chinchou,170,1,1,1,20,35,Deep Sea Scale,0,Common,1,1,Good Rod
Route 108,Clamperl,366,1,1,1,20,35,Deep Sea Tooth,0,Rare,1,1,Super Rod
Route 108,Frillish,592,1,1,0,20,35,,1,Rare,1,1,Super Rod
Route 108,Krabby,98,1,1,1,20,35,,0,Common,1,1,Old Rod
Route 108,Lanturn,171,1,1,1,20,35,,0,Uncommon,1,1,Super Rod
Route 108,Magikarp,129,1,1,1,20,35,,0,Common,1,1,Old Rod
Route 108,Tentacool,72,1,1,1,20,35,,0,Common,1,1,Old Rod
Route 108,Tentacruel,73,1,1,1,20,35,,0,Uncommon,1,1,Old Rod
Route 108,Wailmer,320,1,1,1,20,35,,0,Uncommon,1,1,Old Rod
Route 109,Clauncher,692,1,1,1,32,35,,1,Rare,1,1,Super Rod
Route 109,Gyarados,130,1,1,1,32,35,,0,Uncommon,1,1,Super Rod
Route 109,Krabby,98,1,1,1,32,35,,0,Common,1,1,Old Rod
Route 109,Magikarp,129,1,1,1,32,35,,0,Common,1,1,Old Rod
Route 109,Shellder,90,1,1,1,32,35,Pearl,0,Uncommon,1,1,Super Rod
Route 109,Tentacool,72,1,1,1,32,35,,0,Common,1,1,Old Rod
Route 109,Tentacruel,73,1,1,1,32,35,,0,Common,1,1,Old Rod
Route 109,Wailmer,320,1,1,1,32,35,,0,Uncommon,1,1,Super Rod
Route 11,Goldeen,118,1,1,1,25,26,,0,Common,1,0,Old Rod
Route 11,Gyarados,130,1,1,1,25,26,,0,Common,1,0,Old Rod
Route 11,Horsea,116,1,1,1,25,26,Dragon Scale,0,Common,1,0,Old Rod
Route 11,Krabby,98,1,1,1,25,26,,0,Common,1,0,Old Rod
Route 11,Magikarp,129,1,1,1,25,26,,0,Common,1,0,Old Rod
Route 11,Poliwag,60,1,0,0,25,26,King's Rock,0,Common,1,0,Old Rod
Route 11,Seaking,119,1,1,1,25,26,,0,Common,1,0,Old Rod
Route 11,Shellder,90,1,1,0,25,26,,0,Uncommon,1,0,Good Rod
Route 11,Slowpoke,79,0,1,0,25,26,Lagging Tail,0,Common,1,0,Good Rod
Route 11,Tentacool,72,0,0,1,25,26,,0,Common,1,0,Old Rod
Route 110,Magikarp,129,1,1,1,12,15,,0,Common,1,0,Old Rod
Route 110,Pelipper,279,1,1,1,12,15,,0,Uncommon,0,0,
Route 110,Tentacool,72,1,1,1,12,15,,0,Common,1,0,Old Rod
Route 110,Wailmer,320,1,1,1,12,15,,0,Uncommon,1,0,Super Rod
Route 110,Wingull,278,1,1,1,12,15,,0,Common,0,0,
Route 111 South,Azumarill,184,1,1,1,19,23,,0,Uncommon,0,0,
Route 111 South,Barboach,339,1,1,1,19,23,,0,Rare,1,0,Super Rod
Route 111 South,Goldeen,118,1,1,1,19,23,,0,Common,1,0,Good Rod
Route 111 South,Krabby,98,1,1,1,19,23,,0,Common,0,0,
Route 111 South,Magikarp,129,1,1,1,19,23,,0,Common,1,0,Super Rod
Route 111 South,Marill,183,1,1,1,19,23,,0,Uncommon,0,0,
Route 111 South,Masquerain,284,1,1,1,19,23,,0,Uncommon,0,0,
Route 111 South,Surskit,283,1,1,1,19,23,,0,Uncommon,0,0,
Route 114,Azumarill,184,1,1,1,20,24,,0,Uncommon,1,0,Good Rod
Route 114,Barboach,339,1,1,1,20,24,,0,Uncommon,1,0,Good Rod
Route 114,Goldeen,118,1,0,0,20,24,,0,Common,1,0,Old Rod
Route 114,Krabby,98,1,1,1,20,24,,0,Common,1,0,Old Rod
Route 114,Magikarp,129,1,1,1,20,24,,0,Common,1,0,Old Rod
Route 114,Marill,183,1,0,0,20,24,,0,Uncommon,1,0,Good Rod
Route 114,Masquerain,284,1,1,1,20,24,Silver Powder,0,Common,1,0,Old Rod
Route 114,Surskit,283,1,1,1,20,24,Silver Powder,0,Common,1,0,Old Rod
Route 115,Magikarp,129,1,1,1,22,26,,0,Common,1,1,Old Rod
Route 115,Pelipper,279,1,1,1,26,26,,0,Uncommon,0,0,
Route 115,Tentacool,72,1,1,1,20,26,,0,Common,1,0,Old Rod
Route 115,Wailmer,320,1,1,1,22,26,,0,Uncommon,1,0,Super Rod
Route 115,Wingull,278,1,1,1,20,26,,0,Common,0,0,
Route 117,Azumarill,184,1,1,1,20,30,,0,Uncommon,0,0,
Route 117,Corphish,341,1,1,1,30,35,,1,Rare,1,1,Super Rod
Route 117,Crawdaunt,342,1,1,1,35,40,,0,Rare,1,1,Super Rod
Route 117,Goldeen,118,1,1,1,20,30,,0,Common,1,0,Good Rod
Route 117,Magikarp,129,1,1,1,10,15,,0,Common,1,1,Old Rod
Route 117,Marill,183,1,1,1,20,30,,0,Uncommon,1,0,Super Rod
Route 117,Masquerain,284,1,1,1,20,30,,0,Uncommon,0,0,
Route 117,Surskit,283,1,1,1,20,30,,0,Uncommon,0,0,
Route 118,Carvanha,318,1,1,1,25,29,,0,Uncommon,1,0,Super Rod
Route 118,Magikarp,129,1,1,1,25,29,,0,Common,1,0,Old Rod
Route 118,Pelipper,279,1,1,1,25,29,,0,Uncommon,0,0,
Route 118,Sharpedo,319,1,1,1,25,29,,0,Rare,1,0,Super Rod
Route 118,Tentacool,72,1,1,1,25,29,,0,Common,1,0,Old Rod
Route 118,Wingull,278,1,1,1,25,29,,0,Common,0,0,
Route 119A,Carvanha,318,1,1,1,32,38,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Route 119A,Frillish,592,1,1,1,39,40,,0,Rare,1,0,Super Rod
Route 119A,Pelipper,279,1,1,1,32,38,,0,Common,1,0,Old Rod
Route 119A,Poliwag,60,1,1,1,32,38,King's Rock,0,Common,1,0,Old Rod
Route 119A,Sharpedo,319,1,1,1,32,38,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Route 119A,Tentacool,72,1,1,1,32,38,Poison Barb,0,Common,1,0,Old Rod
Route 119A,Wingull,278,1,1,1,32,38,,0,Common,1,0,Old Rod
Route 119B,Carvanha,318,1,1,0,32,38,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Route 119B,Feebas,349,1,1,1,32,38,Prism Scale,1,Rare,1,0,Super Rod
Route 119B,Krabby,98,1,1,1,32,38,,0,Common,1,0,Old Rod
Route 119B,Magikarp,129,1,1,1,32,38,,0,Common,1,0,Old Rod
Route 119B,Pelipper,279,1,1,1,32,38,,0,Common,1,0,Old Rod
Route 119B,Sharpedo,319,0,0,1,32,38,Deep Sea Tooth,0,Uncommon,1,0,Good Rod
Route 119B,Wingull,278,1,1,1,32,38,,0,Common,1,0,Old Rod
Route 12,Goldeen,118,1,1,1,32,34,,0,Common,1,0,Old Rod
Route 12,Horsea,116,1,1,1,32,34,Dragon Scale,0,Common,1,0,Old Rod
Route 12,Krabby,98,1,1,1,32,34,,0,Common,1,0,Old Rod
Route 12,Magikarp,129,1,1,1,32,34,,0,Common,1,0,Old Rod
Route 12,Qwilfish,211,1,1,1,32,34,,1,Uncommon,1,0,Good Rod
Route 12,Seadra,117,1,1,1,32,34,Dragon Scale,0,Common,1,0,Old Rod
Route 12,Slowbro,80,1,1,0,32,34,,0,Common,1,0,Old Rod
Route 12,Slowpoke,79,1,1,0,32,34,,0,Common,1,0,Old Rod
Route 12,Tentacool,72,0,0,1,32,34,,0,Common,1,0,Old Rod
Route 12,Tentacruel,73,0,0,1,32,34,Poison Barb,0,Common,1,0,Old Rod
Route 120,Crobat,169,0,1,0,35,40,,0,Uncommon,1,0,Old Rod
Route 120,Golbat,42,0,1,0,35,40,,0,Common,1,0,Old Rod
Route 120,Koffing,109,0,0,1,35,40,,0,Common,1,0,Old Rod
Route 120,Mantine,226,1,0,0,35,40,,0,Uncommon,1,0,Old Rod
Route 120,Pelipper,279,0,0,1,35,40,,0,Uncommon,1,0,Old Rod
Route 120,Politoed,186,1,0,0,35,40,,0,Rare,1,0,Old Rod
Route 120,Poliwrath,62,0,0,1,35,40,,0,Uncommon,1,0,Old Rod
Route 120,Seel,86,1,0,0,35,40,,0,Common,1,0,Old Rod
Route 120,Zubat,41,0,1,0,35,40,,0,Common,1,0,Old Rod
Route 121,Magikarp,129,1,1,1,36,39,,0,Common,1,0,Old Rod
Route 121,Pelipper,279,1,1,1,36,39,,0,Common,1,0,Old Rod
Route 121,Tentacool,72,1,1,1,36,39,Poison Barb,0,Common,1,0,Old Rod
Route 121,Wailmer,320,1,1,1,36,39,,0,Uncommon,1,0,Super Rod
Route 121,Wingull,278,1,1,1,36,39,,0,Common,1,0,Old Rod
Route 122,Finneon,456,1,1,1,20,28,Mystic Water,0,Uncommon,1,1,Good Rod
Route 122,Horsea,116,1,1,1,20,28,Dragon Scale,0,Common,1,1,Super Rod
Route 122,Magikarp,129,1,1,1,5,5,,0,Common,1,1,Old Rod
