Map,Pokemon,DexID,Morning,Day,Night,MinLvl,MaxLvl,Item,Member,Tier
Ruins of the Vale Nesting Grounds,Zubat,41,1,1,1,28,32,,0,Common
Rusturf Tunnel,Geodude,74,1,1,1,5,10,,0,Common
Rusturf Tunnel,Whismur,293,1,1,1,5,10,Chesto Berry,0,Common
Sacred Forest,Abra,63,1,1,1,25,30,Twisted Spoon,0,Uncommon
Sacred Forest,Ariados,168,1,1,1,25,30,,0,Common
Sacred Forest,Farfetchd,83,1,1,1,25,30,Stick,0,Uncommon
Sacred Forest,Komala,775,1,1,1,20,25,,1,Rare
Sacred Forest,Mankey,56,1,1,1,25,28,,0,Common
Sacred Forest,Pancham,674,1,1,1,20,25,,0,Rare
Sacred Forest,Ponyta,77,1,1,1,25,25,,0,Uncommon
Sacred Forest,Tangela,114,1,1,1,25,30,,0,Common
Safari Area 1,Butterfree,12,1,0,0,34,38,Silver Powder,0,Common
Safari Area 1,Caterpie,10,1,0,0,34,38,Pomeg Berry,0,Common
Safari Area 1,Dodrio,85,0,1,0,34,38,Sharp Beak,0,Common
Safari Area 1,Doduo,84,0,1,0,34,38,Sharp Beak,0,Common
Safari Area 1,Pikachu,25,1,1,1,34,38,Light Ball,0,Uncommon
Safari Area 1,Raticate,20,0,0,1,34,38,Sitrus Berry,0,Common
Safari Area 1,Rattata,19,0,0,1,29,30,Rattata Hair,0,Common
Safari Area 1,Scyther,123,1,1,1,39,44,Metal Coat,0,Rare
Safari Area 1,Shroomish,285,0,0,1,34,38,Kebia Berry,1,Uncommon
Safari Area 1,Tauros,128,1,1,0,32,33,,0,Uncommon
Safari Area 1,Vulpix,37,1,1,1,34,38,Rawst Berry,0,Uncommon
Safari Area 2,Bellsprout,69,1,1,0,34,38,,0,Common
Safari Area 2,Bulbasaur,1,1,1,1,10,14,,0,Rare
Safari Area 2,Lickitung,108,0,0,1,34,38,Lagging Tail,0,Uncommon
Safari Area 2,Meowth,52,0,0,1,34,38,Quick Claw,0,Common
Safari Area 2,Nidoran F,29,1,1,1,34,38,,0,Common
Safari Area 2,Nidoran M,32,1,1,1,34,38,,0,Common
Safari Area 2,Petilil,548,1,1,0,34,38,,1,Rare
Safari Area 2,Ponyta,77,1,1,0,27,28,Rawst Berry,0,Uncommon
Safari Area 2,Snorlax,143,0,0,1,34,38,Leftovers,0,Rare
Safari Area 3,Abra,63,1,1,1,20,21,Twisted Spoon,0,Uncommon
Safari Area 3,Chansey,113,1,1,0,20,21,Lucky Punch,0,Rare
Safari Area 3,Eevee,133,1,1,1,22,24,,0,Rare
Safari Area 3,Espurr,677,0,0,1,20,21,,1,Rare
Safari Area 3,Exeggcute,102,1,1,1,20,21,,0,Common
Safari Area 3,Paras,46,1,1,1,20,21,,0,Common
Safari Area 3,Venomoth,49,1,1,1,20,21,Silver Powder,0,Common
Safari Effort Wald 1,Dustox,269,1,1,1,10,10,,0,Common
Safari Effort Wald 1,Pidgeot,18,1,1,1,10,10,,0,Common
Safari Effort Wald 1,Victreebel,71,1,1,1,10,10,,0,Common
Safari Effort Wald 2,Nidoqueen,31,1,1,1,10,10,,0,Common
Safari Effort Wald 2,Poliwrath,62,1,1,1,10,10,,0,Common
Safari Effort Wald 2,Vileplume,45,1,1,1,10,10,,0,Common
Safari Entrance,Beedrill,15,1,1,0,34,38,Poison Barb,0,Common
Safari Entrance,Budew,406,1,1,0,34,38,Poison Barb,0,Uncommon
Safari Entrance,Chingling,433,0,0,1,34,38,Colbur Berry,0,Uncommon
Safari Entrance,Exeggcute,102,1,1,1,34,38,,0,Common
Safari Entrance,Gastly,92,0,0,1,26,28,,0,Common
Safari Entrance,Haunter,93,0,0,1,28,28,Spell Tag,0,Common
Safari Entrance,Kangaskhan,115,1,1,1,34,38,,0,Rare
Safari Entrance,Pinsir,127,1,1,1,29,32,,0,Rare
Safari Entrance,Weedle,13,1,1,0,34,38,Kelpsy Berry,0,Common
Safari Exclusive,Bulbasaur,1,1,1,0,10,14,,1,Rare
Safari Exclusive,Chansey,113,1,1,0,22,26,Lucky Punch,1,Rare
Safari Exclusive,Charmander,4,0,0,1,26,28,,1,Rare
Safari Exclusive,Cleffa,173,0,0,1,26,28,Stardust,1,Rare
Safari Exclusive,Cubone,104,1,1,0,22,22,Thick Club,1,Uncommon
Safari Exclusive,Farfetchd,83,1,1,1,26,28,Stick,1,Uncommon
Safari Exclusive,Gastly,92,0,0,1,26,28,,1,Common
Safari Exclusive,Marowak,105,0,0,1,26,28,Thick Club,1,Uncommon
Safari Exclusive,Mr. Mime,122,0,0,1,26,28,Leppa Berry,1,Rare
Safari Exclusive,Paras,46,1,1,0,26,28,,1,Common
Safari Exclusive,Pikachu,25,0,0,1,26,28,Light Ball,1,Uncommon
Safari Exclusive,Rhyhorn,111,1,1,1,26,28,,1,Uncommon
Safari Johto Grass and Swamp Zone,Chikorita,152,1,1,1,22,26,,0,Rare
Safari Johto Grass and Swamp Zone,Foongus,590,1,1,1,27,30,Tiny Mushroom,0,Rare
Safari Johto Grass and Swamp Zone,Hoothoot,163,0,0,1,22,24,,0,Common
Safari Johto Grass and Swamp Zone,Mareep,179,1,1,1,13,17,Shuca Berry,0,Common
Safari Johto Grass and Swamp Zone,Miltank,241,1,1,1,22,26,Moomoo Milk,0,Uncommon
Safari Johto Grass and Swamp Zone,Pineco,204,1,1,1,4,5,Custap Berry,0,Rare
Safari Johto Grass and Swamp Zone,Sentret,161,1,1,0,22,26,Oran Berry,0,Common
Safari Johto Grass and Swamp Zone,Stantler,234,1,1,1,18,20,,0,Common
Safari Johto Grass and Swamp Zone,Yanma,193,1,1,1,22,26,Wide Lens,0,Uncommon
Safari Johto Mountain Zone,Cyndaquil,155,1,1,1,22,25,,0,Rare
Safari Johto Mountain Zone,Growlithe,58,1,1,1,22,22,Rawst Berry,0,Common
Safari Johto Mountain Zone,Houndour,228,1,1,1,22,25,Charcoal,0,Rare
Safari Johto Mountain Zone,Larvitar,246,1,1,1,22,25,Smooth Rock,0,Rare
Safari Johto Mountain Zone,Phanpy,231,1,1,1,22,25,Passho Berry,0,Uncommon
Safari Johto Mountain Zone,Slugma,218,1,1,1,22,25,,0,Common
Safari Johto Mountain Zone,Torkoal,324,1,1,1,22,25,Heat Rock,0,Uncommon
Safari Johto Mountain Zone,Zubat,41,1,1,1,22,25,,0,Common
Safari Johto Snow Zone,Delibird,225,1,1,1,22,26,,0,Common
Safari Johto Snow Zone,Pawniard,624,1,1,1,22,26,,1,Rare
Safari Johto Snow Zone,Piloswine,221,1,1,1,22,26,Never-Melt Ice,0,Common
Safari Johto Snow Zone,Smoochum,238,1,1,1,22,26,Aspear Berry,0,Rare
Safari Johto Snow Zone,Sneasel,215,1,1,1,22,26,Razor Claw,0,Uncommon
Safari Johto Snow Zone,Snorunt,361,1,1,1,22,26,Babiri Berry,0,Uncommon
Safari Johto Snow Zone,Snover,459,1,1,1,22,26,Icy Rock,0,Rare
Safari Johto Snow Zone,Swinub,220,1,1,1,22,26,Aspear Berry,0,Common
Safari Johto Snow Zone,Ursaring,217,1,1,1,22,26,Sitrus Berry,0,Common
Safari Johto Wet Zone,Aipom,190,1,1,1,22,26,,0,Uncommon
Safari Johto Wet Zone,Bellossom,182,1,1,0,22,26,,0,Common
Safari Johto Wet Zone,Exeggutor,103,0,0,1,22,26,,0,Common
Safari Johto Wet Zone,Girafarig,203,1,1,1,22,26,Persim Berry,0,Common
Safari Johto Wet Zone,Marill,183,1,1,1,22,26,,0,Uncommon
Safari Johto Wet Zone,Natu,177,1,0,1,23,26,,0,Common
Safari Johto Wet Zone,Shuckle,213,1,1,1,27,30,Oran Berry,0,Rare
Safari Johto Wet Zone,Sunkern,191,0,1,0,22,26,Coba Berry,0,Common
Safari Johto Wet Zone,Togepi,175,1,1,1,22,26,Shiny Stone,0,Rare
Safari Johto Wet Zone,Tyrogue,236,1,1,1,22,26,,0,Rare
Sanctuary of Abundance,Donphan,232,1,1,1,24,28,Passho Berry,0,Uncommon
Sanctuary of Abundance,Geodude,74,1,1,1,23,23,Hard Stone,0,Common
Sanctuary of Abundance,Hippopotas,449,1,1,1,15,18,Smooth Rock,0,Rare
Sanctuary of Abundance,Miltank,241,1,1,1,24,28,Moomoo Milk,0,Uncommon
Sanctuary of Abundance,Onix,95,1,1,1,24,28,Ganlon Berry,0,Common
Sanctuary of Abundance,Skarmory,227,1,1,1,21,23,Sharp Beak,0,Rare
Sanctuary of Abundance,Staravia,397,1,1,1,24,28,Yache Berry,0,Common
Sanctuary of Abundance,Tauros,128,1,1,1,24,28,,0,Uncommon
Sanctuary of Energy,Bibarel,400,1,1,1,24,28,,0,Common
Sanctuary of Energy,Budew,406,1,1,1,24,28,Poison Barb,0,Uncommon
Sanctuary of Energy,Buizel,418,1,1,1,24,28,Wacan Berry,0,Uncommon
Sanctuary of Energy,Drowzee,96,1,1,1,24,28,,0,Common
Sanctuary of Energy,Eevee,133,1,1,1,24,24,,0,Rare
Sanctuary of Energy,Gastly,92,1,1,1,19,19,,0,Common
Sanctuary of Energy,Pikachu,25,1,1,1,24,28,Light Ball,0,Uncommon
Sanctuary of Energy,Ralts,280,1,1,1,24,28,Dawn Stone,0,Rare
Sanctuary Of Flow,Clefairy,35,1,1,1,19,19,Moon Stone,0,Common
Sanctuary Of Flow,Natu,177,1,1,1,26,28,,0,Common
Sanctuary Of Flow,Sneasel,215,1,1,1,24,28,Razor Claw,0,Uncommon
Sanctuary Of Flow,Spheal,363,1,1,1,24,28,,0,Uncommon
Sanctuary Of Flow,Spritzee,682,1,1,1,15,19,Sachet,0,Rare
Sanctuary Of Flow,Swinub,220,1,1,1,24,27,Aspear Berry,0,Common
Sanctuary Of Flow,Togepi,175,1,1,1,15,19,Shiny Stone,0,Rare
Sanctuary Of Flow,Vulpix,37,1,1,1,24,28,Rawst Berry,0,Uncommon
Sanctuary Of Flow,Vulpix-Alolan,3062,1,1,1,15,19,Ice Stone,1,Rare
Scattered Realm Nesting Grounds,Abra,63,1,1,1,20,26,Twisted Spoon,0,Uncommon
Scattered Realm Nesting Grounds,Beldum,374,1,1,1,20,26,Metal Coat,0,Rare
Scattered Realm Nesting Grounds,Carvanha,318,1,1,1,20,26,Deep Sea Tooth,0,Uncommon
Scattered Realm Nesting Grounds,Chingling,433,1,1,1,20,26,Colbur Berry,0,Uncommon
Scattered Realm Nesting Grounds,Golbat,42,1,1,1,20,26,,0,Common
Scattered Realm Nesting Grounds,Growlithe,58,1,1,1,20,22,Rawst Berry,0,Common
Scattered Realm Nesting Grounds,Magnemite,81,1,1,1,20,26,Metal Coat,0,Common
Scattered Realm Nesting Grounds,Numel,322,1,1,1,20,26,Rawst Berry,0,Uncommon
Scattered Realm Nesting Grounds,Ralts,280,1,1,1,20,26,Dawn Stone,0,Rare
Seafoam 1F,Bronzor,436,1,1,1,40,44,Metal Coat,0,Common
Seafoam 1F,Golbat,42,1,1,1,40,44,,0,Common
Seafoam 1F,Golduck,55,1,1,1,40,44,,0,Common
Seafoam 1F,Makuhita,296,1,1,1,40,44,Black Belt,0,Common
Seafoam 1F,Zubat,41,1,1,1,40,44,,0,Common
Seafoam B1F,Golbat,42,1,1,1,40,44,,0,Common
Seafoam B1F,Golduck,55,1,1,1,40,44,,0,Common
Seafoam B1F,Jynx,124,1,1,1,40,44,Aspear Berry,0,Rare
Seafoam B1F,Psyduck,54,1,1,0,40,44,,0,Common
Seafoam B1F,Seel,86,1,1,1,36,36,,0,Common
Seafoam B1F,Vanillite,582,1,1,1,40,44,,1,Rare
Seafoam B1F,Zubat,41,0,0,1,40,44,,0,Common
Seafoam B2F,Chingling,433,1,1,1,40,44,Colbur Berry,0,Uncommon
Seafoam B2F,Golbat,42,1,1,1,40,44,,0,Common
Seafoam B2F,Jynx,124,1,1,1,40,44,Aspear Berry,0,Rare
Seafoam B2F,Makuhita,296,1,1,1,40,44,Black Belt,0,Common
Seafoam B2F,Seel,86,1,1,1,36,36,,0,Common
Seafoam B2F,Smoochum,238,1,1,1,40,43,Aspear Berry,1,Rare
Seafoam B2F,Zubat,41,1,1,1,40,44,,0,Common
Seafoam B3F,Bergmite,712,1,1,1,31,35,,1,Rare
Seafoam B3F,Chingling,433,1,1,1,40,44,Colbur Berry,0,Uncommon
Seafoam B3F,Golbat,42,1,1,1,40,44,,0,Common
Seafoam B3F,Makuhita,296,1,1,1,40,44,Black Belt,0,Common
Seafoam B3F,Seel,86,1,1,1,36,36,Aspear Berry,0,Common
Seafoam B3F,Smoochum,238,1,1,1,40,43,Aspear Berry,0,Rare
Seafoam B3F,Snorunt,361,1,1,1,40,44,Babiri Berry,1,Uncommon
Seafoam B3F,Zubat,41,1,1,1,40,44,,0,Common
Seafoam B4F,Bronzor,436,1,1,1,40,44,Metal Coat,0,Common
Seafoam B4F,Cubchoo,613,1,1,1,29,32,Aspear Berry,1,Rare
Seafoam B4F,Golduck,55,1,1,1,40,44,,0,Common
Seafoam B4F,Jynx,124,1,1,1,40,44,Aspear Berry,0,Rare
Seafoam B4F,Seel,86,1,1,1,36,36,,0,Common
Seafoam B4F,Sneasel,215,1,1,1,40,44,Razor Claw,1,Uncommon
Seafoam B4F,Swinub,220,1,1,1,27,27,Aspear Berry,0,Common
Secret Nap Area,Clefairy,35,1,1,0,45,50,Moon Stone,0,Common
Secret Nap Area,Cleffa,173,1,1,1,45,50,Stardust,0,Rare
Secret Nap Area,Delcatty,301,1,1,1,45,50,,0,Uncommon
Secret Nap Area,Happiny,440,1,1,1,45,50,Oval Stone,0,Rare
Secret Nap Area,Hoothoot,163,0,0,1,45,50,,0,Common
Secret Nap Area,Jigglypuff,39,1,1,0,44,44,Oran Berry,0,Common
Secret Nap Area,Munchlax,446,1,1,1,50,55,Leftovers,1,Rare
Secret Nap Area,Noctowl,164,0,0,1,45,50,,0,Common
Secret Nap Area,Oddish,43,1,1,0,45,50,,0,Common
Secret Nap Area,Spinda,327,1,1,1,45,45,Chesto Berry,0,Uncommon
Secret Nap Area,Zubat,41,0,0,1,45,50,,0,Common
Sendoff Spring,Bibarel,400,1,1,1,53,57,,0,Uncommon
Sendoff Spring,Chimecho,358,1,1,1,53,57,,0,Rare
Sendoff Spring,Chingling,433,1,1,1,53,57,,0,Uncommon
Sendoff Spring,Dusclops,356,1,1,1,53,57,Reaper Cloth,0,Rare
Sendoff Spring,Golbat,42,1,1,1,53,57,,0,Common
Sendoff Spring,Golduck,55,1,1,1,53,57,,0,Common
Sendoff Spring,Graveler,75,1,1,1,53,57,,0,Common
Sendoff Spring,Munchlax,446,1,1,1,53,57,Leftovers,1,Rare
Sendoff Spring,Noctowl,164,1,1,1,53,57,,0,Common
Sendoff Spring,Staravia,397,1,1,1,53,57,,0,Uncommon
Sendoff Spring,Togetic,176,1,1,1,40,45,,0,Rare
Serenia Village,Abra,63,1,1,1,24,28,Twisted Spoon,0,Uncommon
Serenia Village,Furfrou,676,1,1,1,15,19,,0,Rare
Serenia Village,Growlithe,58,1,1,1,24,28,Rawst Berry,0,Common
Serenia Village,Haunter,93,1,1,1,15,19,Spell Tag,0,Common
Serenia Village,Mankey,56,1,1,1,24,28,,0,Common
Serenia Village,Meowth,52,1,1,1,24,28,Quick Claw,0,Common
Serenia Village,Mime Jr.,439,1,1,1,15,19,Leppa Berry,0,Rare
Serenia Village,Ralts,280,1,1,1,10,14,Dawn Stone,0,Rare
Serenia Village,Tauros,128,1,1,1,24,28,,0,Uncommon
Serenia Village Tunnel,Diglett,50,1,1,1,24,30,Soft Sand,0,Common
Serenia Village Tunnel,Drilbur,529,1,1,1,24,25,,0,Rare
Serenia Village Tunnel,Dugtrio,51,1,1,1,24,30,Soft Sand,0,Common
Serenia Village Tunnel,Nosepass,299,1,1,1,24,30,Magnet,0,Uncommon
Serenia Village Tunnel,Numel,322,1,1,1,24,30,Rawst Berry,0,Uncommon
Serenia Village Tunnel,Paras,46,1,1,1,24,30,,0,Common
Serenia Village Tunnel,Solrock,338,1,1,1,24,30,Sun Stone,0,Uncommon
Serenia Village Tunnel,Trapinch,328,1,1,1,24,25,Soft Sand,0,Rare
Sevault Canyon,Cubone,104,1,1,1,12,49,Thick Club,0,Uncommon
Sevault Canyon,Fearow,22,1,1,1,12,49,Sharp Beak,0,Common
Sevault Canyon,Geodude,74,1,1,1,12,49,,0,Common
Sevault Canyon,Larvitar,246,1,1,0,50,60,Smooth Rock,0,Rare
Sevault Canyon,Marowak,105,1,1,1,12,49,Thick Club,0,Rare
Sevault Canyon,Onix,95,1,1,1,12,49,Hard Stone,0,Uncommon
Sevault Canyon,Phanpy,231,1,1,1,12,49,,0,Uncommon
Shamouti Island,Kecleon,352,1,1,1,38,40,Persim Berry,0,Uncommon
Shamouti Island,Krabby,98,1,1,1,38,40,,0,Common
Shamouti Island,Meditite,307,1,1,1,24,27,Expert Belt,0,Rare
Shamouti Island,Miltank,241,1,1,1,38,40,Moomoo Milk,0,Uncommon
Shamouti Island,Pikachu,25,1,1,1,38,40,Light Ball,0,Uncommon
Shamouti Island,Poliwag,60,1,1,1,38,40,,0,Common
Shamouti Island,Ponyta,77,1,1,1,38,40,,0,Uncommon
Shamouti Island,Wooper,194,1,1,1,38,40,,0,Common
Shamouti Island,Wynaut,360,1,1,1,24,27,,0,Rare
Shamouti Island frozen,Kecleon,352,1,1,1,38,40,Persim Berry,0,Uncommon
Shamouti Island frozen,Krabby,98,1,1,1,38,40,,0,Common
Shamouti Island frozen,Meditite,307,1,1,1,24,27,Expert Belt,0,Rare
Shamouti Island frozen,Miltank,241,1,1,1,38,40,Moomoo Milk,0,Uncommon
Shamouti Island frozen,Pikachu,25,1,1,1,38,40,Light Ball,0,Uncommon
Shamouti Island frozen,Poliwag,60,1,1,1,38,40,,0,Common
Shamouti Island frozen,Ponyta,77,1,1,1,38,40,,0,Uncommon
Shamouti Island frozen,Wooper,194,1,1,1,38,40,,0,Common
Shamouti Island frozen,Wynaut,360,1,1,1,24,27,,0,Rare
Shoal Cave,Golbat,42,1,1,1,32,32,,0,Common
Shoal Cave,Spheal,363,1,1,1,32,32,,0,Uncommon
Shoal Cave,Zubat,41,1,1,1,25,37,,0,Common
Sinnoh Safari Area Zone 1,Ariados,168,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 1,Phantump,708,1,0,1,23,27,Spell Tag,0,Rare
Sinnoh Safari Area Zone 1,Roselia,315,1,1,1,24,28,Poison Barb,0,Uncommon
Sinnoh Safari Area Zone 1,Seedot,273,1,1,1,24,28,Power Herb,0,Common
Sinnoh Safari Area Zone 1,Surskit,283,1,1,1,24,28,Silver Powder,0,Common
Sinnoh Safari Area Zone 1,Trubbish,568,0,1,0,20,24,Nugget,0,Rare
Sinnoh Safari Area Zone 1,Turtwig,387,1,1,1,24,28,,0,Rare
Sinnoh Safari Area Zone 1,Yanma,193,1,1,1,24,28,,0,Uncommon
Sinnoh Safari Area Zone 2,Burmy,412,1,1,1,24,28,,0,Uncommon
Sinnoh Safari Area Zone 2,Ferroseed,597,0,1,0,29,33,Jaboca Berry,0,Rare
Sinnoh Safari Area Zone 2,Hippopotas,449,1,1,0,14,18,Smooth Rock,0,Rare
Sinnoh Safari Area Zone 2,Kricketune,402,1,1,1,24,28,,0,Uncommon
Sinnoh Safari Area Zone 2,Palpitoad,536,1,0,1,24,28,Pecha Berry,1,Rare
Sinnoh Safari Area Zone 2,Tangela,114,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 2,Weepinbell,70,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 2,Wooper,194,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 3,Carnivine,455,1,1,1,24,28,,0,Uncommon
Sinnoh Safari Area Zone 3,Croagunk,453,0,1,0,24,28,Black Sludge,0,Rare
Sinnoh Safari Area Zone 3,Gastly,92,1,0,1,26,28,,0,Common
Sinnoh Safari Area Zone 3,Grimer,88,0,1,0,24,28,Black Sludge,0,Common
Sinnoh Safari Area Zone 3,Gulpin,316,1,1,1,24,28,Iapapa Berry,0,Uncommon
Sinnoh Safari Area Zone 3,Muk,89,1,1,1,24,28,Black Sludge,0,Common
Sinnoh Safari Area Zone 3,Pumpkaboo,710,1,0,1,24,28,Miracle Seed,0,Rare
Sinnoh Safari Area Zone 3,Seviper,336,1,1,1,24,28,Shed Shell,0,Uncommon
Sinnoh Safari Area Zone 3,Skorupi,451,1,1,0,24,28,Lansat Berry,0,Rare
Sinnoh Safari Area Zone 3,Venonat,48,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 4,Dustox,269,1,1,1,24,28,Silver Powder,0,Common
Sinnoh Safari Area Zone 4,Foongus,590,1,1,0,24,28,Tiny Mushroom,0,Rare
Sinnoh Safari Area Zone 4,Happiny,440,1,0,1,29,30,Oval Stone,1,Rare
Sinnoh Safari Area Zone 4,Kadabra,64,1,1,1,26,28,Twisted Spoon,0,Uncommon
Sinnoh Safari Area Zone 4,Kricketot,401,1,1,1,24,28,,0,Uncommon
Sinnoh Safari Area Zone 4,Nidoran F,29,0,1,0,24,28,,0,Common
Sinnoh Safari Area Zone 4,Nidoran M,32,1,0,1,24,28,,0,Common
Sinnoh Safari Area Zone 4,Psyduck,54,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 4,Stunfisk,618,0,1,0,24,28,Soft Sand,0,Rare
Sinnoh Safari Area Zone 5,Bibarel,400,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 5,Bidoof,399,1,1,0,24,28,,0,Common
Sinnoh Safari Area Zone 5,Bonsly,438,0,1,0,24,28,,0,Rare
Sinnoh Safari Area Zone 5,Budew,406,1,1,1,24,28,Poison Barb,0,Uncommon
Sinnoh Safari Area Zone 5,Chimchar,390,1,1,1,24,28,,0,Rare
Sinnoh Safari Area Zone 5,Poliwag,60,0,0,1,24,28,,0,Common
Sinnoh Safari Area Zone 5,Quagsire,195,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 5,Spoink,325,1,1,1,24,28,Tanga Berry,0,Uncommon
Sinnoh Safari Area Zone 5,Stunky,434,1,1,1,24,28,Smoke Ball,0,Uncommon
Sinnoh Safari Area Zone 5,Venipede,543,1,0,1,29,33,Poison Barb,1,Rare
Sinnoh Safari Area Zone 6,Arbok,24,1,1,1,24,28,Poison Barb,0,Common
Sinnoh Safari Area Zone 6,Chingling,433,1,1,1,24,28,Colbur Berry,0,Uncommon
Sinnoh Safari Area Zone 6,Ducklett,580,1,1,1,24,28,,0,Uncommon
Sinnoh Safari Area Zone 6,Ekans,23,1,1,1,24,28,,0,Common
Sinnoh Safari Area Zone 6,Espurr,677,0,1,0,24,28,,0,Rare
Sinnoh Safari Area Zone 6,Goomy,704,1,1,0,24,28,Roseli Berry,1,Rare
Sinnoh Safari Area Zone 6,Lotad,270,1,1,1,24,28,Mental Herb,0,Common
Sinnoh Safari Area Zone 6,Munna,517,1,0,1,24,28,,0,Rare
Sinnoh Safari Area Zone 6,Spewpa,665,1,1,1,24,28,,0,Uncommon
Sinnoh Victory Road 1F,Gabite,444,1,1,1,45,49,,0,Rare
Sinnoh Victory Road 1F,Golbat,42,1,1,1,45,49,,0,Common
Sinnoh Victory Road 1F,Graveler,75,1,1,1,45,49,,0,Common
Sinnoh Victory Road 1F,Machoke,67,1,1,1,45,49,,0,Common
Sinnoh Victory Road 1F,Medicham,308,1,1,1,45,49,,0,Rare
Sinnoh Victory Road 1F,Onix,95,1,1,1,45,49,,0,Uncommon
Sinnoh Victory Road 1F,Rhydon,112,1,1,1,45,49,,0,Uncommon
Sinnoh Victory Road 1F,Rhyhorn,111,1,1,1,45,49,,0,Uncommon
Sinnoh Victory Road 1F,Steelix,208,1,1,1,45,49,,0,Rare
Sinnoh Victory Road 2F,Gabite,444,1,1,1,45,49,,0,Rare
Sinnoh Victory Road 2F,Golbat,42,1,1,1,45,49,,0,Common
Sinnoh Victory Road 2F,Graveler,75,1,1,1,45,49,,0,Common
Sinnoh Victory Road 2F,Kadabra,64,1,1,1,42,45,,0,Rare
Sinnoh Victory Road 2F,Machoke,67,1,1,1,45,49,,0,Common
Sinnoh Victory Road 2F,Magneton,82,1,1,1,45,49,,0,Common
Sinnoh Victory Road 2F,Medicham,308,1,1,1,45,49,,0,Rare
Sinnoh Victory Road 2F,Onix,95,1,1,1,45,49,,0,Uncommon
Sinnoh Victory Road 2F,Steelix,208,1,1,1,45,49,,0,Rare
Sinnoh Victory Road B1F,Azumarill,184,1,1,1,45,49,,0,Uncommon
Sinnoh Victory Road B1F,Deino,633,0,0,1,45,49,,0,Rare
Sinnoh Victory Road B1F,Floatzel,419,1,1,1,45,49,,0,Uncommon
Sinnoh Victory Road B1F,Golbat,42,1,1,1,45,49,,0,Common
Sinnoh Victory Road B1F,Graveler,75,1,1,1,45,49,,0,Common
Sinnoh Victory Road B1F,Medicham,308,1,1,1,45,49,,0,Rare
Sinnoh Victory Road B1F,Mienfoo,619,1,1,1,30,34,,1,Rare
Sinnoh Victory Road B1F,Onix,95,1,1,1,45,49,,0,Uncommon
Sinnoh Victory Road B1F Deep,Azumarill,184,1,1,1,50,54,,0,Uncommon
Sinnoh Victory Road B1F Deep,Dewgong,87,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep,Floatzel,419,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep,Gabite,444,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep,Golbat,42,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep,Graveler,75,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep,Machoke,67,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep,Medicham,308,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep,Onix,95,1,1,1,50,54,,0,Uncommon
Sinnoh Victory Road B1F Deep,Steelix,208,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Entrance,Gabite,444,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Entrance,Golbat,42,0,0,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep Entrance,Graveler,75,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep Entrance,Machoke,67,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep Entrance,Medicham,308,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Entrance,Onix,95,1,1,1,50,54,,0,Uncommon
Sinnoh Victory Road B1F Deep Entrance,Scraggy,559,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Entrance,Steelix,208,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Exit,Floatzel,419,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Exit,Gabite,444,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Exit,Golbat,42,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep Exit,Graveler,75,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep Exit,Machoke,67,1,1,1,50,54,,0,Common
Sinnoh Victory Road B1F Deep Exit,Medicham,308,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Exit,Onix,95,1,1,1,50,54,,0,Uncommon
Sinnoh Victory Road B1F Deep Exit,Steelix,208,1,1,1,50,54,,0,Rare
Sinnoh Victory Road B1F Deep Exit,Timburr,532,1,1,1,50,54,,1,Rare
Sky Pillar 1F,Ariados,168,1,1,1,48,51,,0,Uncommon
Sky Pillar 1F,Banette,354,1,1,1,48,51,,0,Uncommon
Sky Pillar 1F,Golbat,42,1,1,1,48,51,,0,Common
Sky Pillar 1F,Sableye,302,1,1,1,48,51,Scope Lens,0,Rare
Sky Pillar 1F,Spinarak,167,1,1,1,48,51,,0,Common
